Timestamp,Device,Power(W),"Energy Consumption(kWh)",Voltage,Current,"Active Power (kW)","Frequency (Hz)","Power Factor","Active Energy (kWh)"
"2025-03-13 05:00:00","Air Conditioner",2000,2.0,234.59,8.0,2.0,49.97,0.92,2.24
"2025-03-13 07:00:00","Air Conditioner",2000,2.0,237.83,8.0,2.0,49.91,0.86,1.83
"2025-03-13 09:00:00","Air Conditioner",2000,2.0,227.43,8.0,2.0,49.98,0.94,1.71
"2025-03-13 10:00:00","Air Conditioner",2000,2.0,222.66,8.0,2.0,50.19,0.96,1.24
"2025-03-13 14:00:00","Air Conditioner",2000,2.0,210.4,8.0,2.0,49.94,0.91,2.95
"2025-03-13 17:00:00","Air Conditioner",2000,2.0,217.02,8.0,2.0,50.03,0.88,2.29
"2025-03-13 18:00:00","Air Conditioner",2000,2.0,212.32,8.0,2.0,49.99,0.96,1.23
"2025-03-13 19:00:00","Air Conditioner",2000,2.0,238.66,8.0,2.0,49.9,0.95,2.03
"2025-03-13 01:00:00","Washing Machine",600,0.5,221.25,3.0,0.5,49.9,0.93,0.52
"2025-03-13 02:00:00",Microwave,1000,0.5,230.76,4.0,0.5,49.98,0.96,0.54
"2025-03-13 03:00:00",Microwave,1000,0.5,229.41,4.0,0.5,49.87,0.93,0.48
"2025-03-13 04:00:00",Microwave,1000,0.5,211.26,4.0,0.5,49.89,0.91,0.5
"2025-03-13 05:00:00",Microwave,1000,0.5,221.54,4.0,0.5,50.16,0.99,0.52
"2025-03-13 06:00:00","Washing Machine",600,0.5,226.95,3.0,0.5,49.9,0.96,0.4
"2025-03-13 07:00:00","Washing Machine",600,0.5,235.13,3.0,0.5,50.17,0.85,0.61
"2025-03-13 08:00:00",Microwave,1000,0.5,230.33,4.0,0.5,49.99,0.91,0.58
"2025-03-13 11:00:00","Washing Machine",600,0.5,232.53,3.0,0.5,49.9,0.87,0.63
"2025-03-13 12:00:00",Microwave,1000,0.5,219.43,4.0,0.5,50.08,0.94,0.31
"2025-03-13 16:00:00",Microwave,1000,0.5,232.39,4.0,0.5,50.11,0.92,0.34
"2025-03-13 18:00:00",Microwave,1000,0.5,220.0,4.0,0.5,50.06,0.9,0.27
"2025-03-13 19:00:00","Washing Machine",600,0.5,239.55,3.0,0.5,50.19,0.92,0.57
"2025-03-13 20:00:00","Washing Machine",600,0.5,236.47,3.0,0.5,49.97,0.9,0.71
"2025-03-13 21:00:00",Microwave,1000,0.5,219.36,4.0,0.5,49.97,0.98,0.57
"2025-03-13 22:00:00",Microwave,1000,0.5,235.07,4.0,0.5,50.0,0.85,0.41
"2025-03-13 23:00:00","Washing Machine",600,0.5,224.73,3.0,0.5,50.13,0.88,0.32
"2025-03-13 03:00:00",Refrigerator,200,0.06,221.88,1.0,0.06,49.92,0.98,0.06
"2025-03-13 07:00:00",Refrigerator,200,0.06,213.22,1.0,0.06,50.06,0.96,0.06
"2025-03-13 14:00:00",Refrigerator,200,0.06,238.47,1.0,0.06,50.07,0.99,0.05
"2025-03-13 17:00:00",Refrigerator,200,0.06,219.77,1.0,0.06,50.08,0.88,0.03
"2025-03-13 21:00:00",Refrigerator,200,0.06,219.65,1.0,0.06,49.91,0.92,0.05
"2025-03-13 22:00:00",Refrigerator,200,0.06,219.93,1.0,0.06,49.99,0.88,0.04
"2025-03-13 00:00:00","Air Conditioner",2000,1.0,211.7,8.0,1.0,49.99,0.86,0.92
"2025-03-13 01:00:00","Air Conditioner",2000,1.0,225.33,8.0,1.0,50.17,0.86,1.48
"2025-03-13 02:00:00",Microwave,1000,1.0,225.99,4.0,1.0,49.81,0.97,1.49
"2025-03-13 04:00:00",Microwave,1000,1.0,225.5,4.0,1.0,49.91,0.94,1.5
"2025-03-13 06:00:00",Microwave,1000,1.0,233.92,4.0,1.0,50.15,0.91,1.32
"2025-03-13 08:00:00","Air Conditioner",2000,1.0,229.85,8.0,1.0,49.88,0.94,0.82
"2025-03-13 09:00:00",Microwave,1000,1.0,213.59,4.0,1.0,49.83,0.89,0.61
"2025-03-13 10:00:00",Microwave,1000,1.0,237.66,4.0,1.0,49.86,0.96,0.72
"2025-03-13 11:00:00",Microwave,1000,1.0,232.23,4.0,1.0,50.01,0.86,0.75
"2025-03-13 12:00:00","Air Conditioner",2000,1.0,221.73,8.0,1.0,50.15,0.9,1.21
"2025-03-13 14:00:00","Air Conditioner",2000,1.0,221.1,8.0,1.0,50.02,1.0,1.42
"2025-03-13 15:00:00",Microwave,1000,1.0,218.04,4.0,1.0,50.03,0.98,1.26
"2025-03-13 16:00:00","Air Conditioner",2000,1.0,237.37,8.0,1.0,50.07,0.86,0.69
"2025-03-13 17:00:00",Microwave,1000,1.0,211.11,4.0,1.0,49.83,0.9,0.66
"2025-03-13 18:00:00",Microwave,1000,1.0,212.48,4.0,1.0,49.93,0.97,0.5
"2025-03-13 19:00:00","Air Conditioner",2000,1.0,238.76,8.0,1.0,50.08,0.93,1.2
"2025-03-13 20:00:00","Air Conditioner",2000,1.0,218.61,8.0,1.0,50.16,0.95,1.36
"2025-03-13 21:00:00",Microwave,1000,1.0,213.74,4.0,1.0,49.92,0.94,0.8
"2025-03-13 22:00:00","Air Conditioner",2000,1.0,239.58,8.0,1.0,50.07,0.89,0.72
"2025-03-13 23:00:00",Microwave,1000,1.0,226.06,4.0,1.0,49.88,0.94,0.5
"2025-03-14 00:00:00",Refrigerator,200,0.15,238.79,1.0,0.15,49.82,0.9,0.1
"2025-03-14 08:00:00",Refrigerator,200,0.15,218.38,1.0,0.15,49.88,0.94,0.12
"2025-03-14 13:00:00",Refrigerator,200,0.15,210.74,1.0,0.15,50.05,0.89,0.15
"2025-03-14 19:00:00",Refrigerator,200,0.15,214.94,1.0,0.15,50.05,0.96,0.16
"2025-03-14 00:00:00","Air Conditioner",2000,2.0,212.24,8.0,2.0,50.08,0.87,2.93
"2025-03-14 01:00:00","Air Conditioner",2000,2.0,216.2,8.0,2.0,50.07,0.95,1.61
"2025-03-14 02:00:00","Air Conditioner",2000,2.0,225.98,8.0,2.0,49.96,0.92,2.9
"2025-03-14 03:00:00","Air Conditioner",2000,2.0,234.41,8.0,2.0,49.89,0.92,1.34
"2025-03-14 05:00:00","Air Conditioner",2000,2.0,233.12,8.0,2.0,49.98,0.98,1.95
"2025-03-14 08:00:00","Air Conditioner",2000,2.0,223.05,8.0,2.0,49.98,0.98,1.51
"2025-03-14 11:00:00","Air Conditioner",2000,2.0,221.29,8.0,2.0,49.97,0.92,1.18
"2025-03-14 12:00:00","Air Conditioner",2000,2.0,232.62,8.0,2.0,49.91,0.95,1.02
"2025-03-14 16:00:00","Air Conditioner",2000,2.0,217.13,8.0,2.0,50.05,0.95,2.67
"2025-03-14 21:00:00","Air Conditioner",2000,2.0,210.77,8.0,2.0,49.88,0.91,1.24
"2025-03-14 22:00:00","Air Conditioner",2000,2.0,223.65,8.0,2.0,50.13,0.98,2.73
"2025-03-14 23:00:00","Air Conditioner",2000,2.0,214.26,8.0,2.0,49.85,0.89,2.43
"2025-03-14 00:00:00","Washing Machine",600,0.5,215.79,3.0,0.5,49.92,0.99,0.26
"2025-03-14 02:00:00",Microwave,1000,0.5,215.2,4.0,0.5,49.92,0.97,0.29
"2025-03-14 03:00:00",Microwave,1000,0.5,214.26,4.0,0.5,50.0,0.98,0.55
"2025-03-14 04:00:00",Microwave,1000,0.5,230.02,4.0,0.5,50.01,0.89,0.45
"2025-03-14 05:00:00","Washing Machine",600,0.5,210.7,3.0,0.5,50.13,0.99,0.68
"2025-03-14 08:00:00",Microwave,1000,0.5,222.86,4.0,0.5,50.02,0.92,0.41
"2025-03-14 09:00:00",Microwave,1000,0.5,223.83,4.0,0.5,50.15,0.88,0.65
"2025-03-14 12:00:00","Washing Machine",600,0.5,231.95,3.0,0.5,50.11,0.93,0.56
"2025-03-14 13:00:00","Washing Machine",600,0.5,213.78,3.0,0.5,49.96,0.89,0.63
"2025-03-14 14:00:00","Washing Machine",600,0.5,226.53,3.0,0.5,49.98,0.91,0.44
"2025-03-14 15:00:00",Microwave,1000,0.5,213.08,4.0,0.5,49.9,0.96,0.27
"2025-03-14 17:00:00","Washing Machine",600,0.5,232.06,3.0,0.5,49.86,0.95,0.47
"2025-03-14 19:00:00",Microwave,1000,0.5,228.97,4.0,0.5,49.8,0.9,0.37
"2025-03-14 20:00:00","Washing Machine",600,0.5,215.5,3.0,0.5,50.13,0.87,0.56
"2025-03-14 21:00:00",Microwave,1000,0.5,214.09,4.0,0.5,49.92,0.99,0.41
"2025-03-14 22:00:00",Microwave,1000,0.5,216.51,4.0,0.5,49.98,0.88,0.41
"2025-03-14 01:00:00",Refrigerator,200,0.06,233.63,1.0,0.06,50.0,0.9,0.06
"2025-03-14 05:00:00",Refrigerator,200,0.06,223.85,1.0,0.06,50.17,0.88,0.07
"2025-03-14 17:00:00",Refrigerator,200,0.06,238.29,1.0,0.06,49.87,0.97,0.04
"2025-03-14 01:00:00","Air Conditioner",2000,1.0,237.04,8.0,1.0,49.9,0.93,0.77
"2025-03-14 02:00:00",Microwave,1000,1.0,238.64,4.0,1.0,50.02,0.98,1.34
"2025-03-14 03:00:00","Air Conditioner",2000,1.0,237.84,8.0,1.0,49.87,0.86,1.29
"2025-03-14 04:00:00","Air Conditioner",2000,1.0,211.43,8.0,1.0,49.96,0.88,0.8
"2025-03-14 05:00:00",Microwave,1000,1.0,238.05,4.0,1.0,49.98,0.95,1.15
"2025-03-14 06:00:00",Microwave,1000,1.0,216.87,4.0,1.0,50.19,0.96,1.45
"2025-03-14 07:00:00","Air Conditioner",2000,1.0,215.08,8.0,1.0,50.15,0.95,0.87
"2025-03-14 09:00:00",Microwave,1000,1.0,226.3,4.0,1.0,50.07,0.96,1.23
"2025-03-14 10:00:00","Air Conditioner",2000,1.0,211.15,8.0,1.0,50.05,0.87,0.75
"2025-03-14 11:00:00",Microwave,1000,1.0,222.71,4.0,1.0,50.15,0.99,0.92
"2025-03-14 12:00:00","Air Conditioner",2000,1.0,231.7,8.0,1.0,49.97,0.93,1.48
"2025-03-14 14:00:00",Microwave,1000,1.0,212.51,4.0,1.0,49.92,0.88,1.0
"2025-03-14 15:00:00",Microwave,1000,1.0,236.01,4.0,1.0,50.17,0.98,1.19
"2025-03-14 16:00:00","Air Conditioner",2000,1.0,221.67,8.0,1.0,50.2,0.9,0.78
"2025-03-14 18:00:00","Air Conditioner",2000,1.0,223.68,8.0,1.0,50.04,0.86,0.91
"2025-03-14 19:00:00",Microwave,1000,1.0,234.37,4.0,1.0,49.87,0.87,0.51
"2025-03-14 20:00:00","Air Conditioner",2000,1.0,220.53,8.0,1.0,50.13,0.98,0.99
"2025-03-14 21:00:00",Microwave,1000,1.0,237.5,4.0,1.0,49.94,0.93,1.31
"2025-03-14 22:00:00","Air Conditioner",2000,1.0,212.86,8.0,1.0,50.11,0.91,1.27
"2025-03-14 23:00:00","Air Conditioner",2000,1.0,226.78,8.0,1.0,50.2,0.86,1.31
"2025-03-15 02:00:00",Refrigerator,200,0.15,220.2,1.0,0.15,49.84,0.9,0.18
"2025-03-15 03:00:00",Refrigerator,200,0.15,227.63,1.0,0.15,50.02,0.85,0.14
"2025-03-15 13:00:00",Refrigerator,200,0.15,232.42,1.0,0.15,49.96,0.87,0.14
"2025-03-15 20:00:00",Refrigerator,200,0.15,234.72,1.0,0.15,49.98,0.89,0.08
"2025-03-15 02:00:00","Air Conditioner",2000,2.0,217.27,8.0,2.0,49.97,0.91,2.13
"2025-03-15 04:00:00","Air Conditioner",2000,2.0,216.77,8.0,2.0,49.83,0.9,1.41
"2025-03-15 06:00:00","Air Conditioner",2000,2.0,234.39,8.0,2.0,50.16,0.96,2.52
"2025-03-15 12:00:00","Air Conditioner",2000,2.0,234.46,8.0,2.0,50.1,0.86,1.86
"2025-03-15 13:00:00","Air Conditioner",2000,2.0,223.67,8.0,2.0,50.09,0.96,1.05
"2025-03-15 14:00:00","Air Conditioner",2000,2.0,233.72,8.0,2.0,50.17,0.92,1.52
"2025-03-15 15:00:00","Air Conditioner",2000,2.0,218.02,8.0,2.0,49.94,0.88,1.79
"2025-03-15 17:00:00","Air Conditioner",2000,2.0,210.91,8.0,2.0,49.8,0.91,2.98
"2025-03-15 18:00:00","Air Conditioner",2000,2.0,236.36,8.0,2.0,50.03,0.87,1.03
"2025-03-15 20:00:00","Air Conditioner",2000,2.0,211.22,8.0,2.0,50.08,0.89,2.93
"2025-03-15 21:00:00","Air Conditioner",2000,2.0,234.88,8.0,2.0,50.05,0.95,2.78
"2025-03-15 22:00:00","Air Conditioner",2000,2.0,238.81,8.0,2.0,50.07,0.98,1.79
"2025-03-15 23:00:00","Air Conditioner",2000,2.0,221.45,8.0,2.0,49.88,0.92,1.41
"2025-03-15 00:00:00","Washing Machine",600,0.5,239.95,3.0,0.5,50.14,0.91,0.46
"2025-03-15 01:00:00","Washing Machine",600,0.5,211.95,3.0,0.5,49.83,0.99,0.72
"2025-03-15 04:00:00",Microwave,1000,0.5,228.03,4.0,0.5,50.03,0.94,0.44
"2025-03-15 08:00:00","Washing Machine",600,0.5,224.48,3.0,0.5,49.94,0.94,0.37
"2025-03-15 11:00:00",Microwave,1000,0.5,224.15,4.0,0.5,49.83,0.92,0.54
"2025-03-15 13:00:00",Microwave,1000,0.5,216.77,4.0,0.5,50.13,0.87,0.41
"2025-03-15 14:00:00",Microwave,1000,0.5,235.22,4.0,0.5,50.04,0.99,0.69
"2025-03-15 15:00:00","Washing Machine",600,0.5,221.19,3.0,0.5,49.95,0.88,0.39
"2025-03-15 17:00:00",Microwave,1000,0.5,223.46,4.0,0.5,50.05,0.97,0.33
"2025-03-15 18:00:00",Microwave,1000,0.5,236.68,4.0,0.5,50.14,0.88,0.59
"2025-03-15 20:00:00","Washing Machine",600,0.5,235.78,3.0,0.5,50.13,0.89,0.54
"2025-03-15 21:00:00","Washing Machine",600,0.5,234.38,3.0,0.5,49.99,0.85,0.65
"2025-03-15 22:00:00",Microwave,1000,0.5,213.03,4.0,0.5,49.82,0.9,0.73
"2025-03-15 23:00:00",Microwave,1000,0.5,225.16,4.0,0.5,49.84,0.9,0.39
"2025-03-15 06:00:00",Refrigerator,200,0.06,216.39,1.0,0.06,50.12,0.87,0.08
"2025-03-15 07:00:00",Refrigerator,200,0.06,220.24,1.0,0.06,50.12,0.91,0.04
"2025-03-15 08:00:00",Refrigerator,200,0.06,239.18,1.0,0.06,50.19,0.86,0.08
"2025-03-15 19:00:00",Refrigerator,200,0.06,216.48,1.0,0.06,50.04,0.85,0.04
"2025-03-15 00:00:00",Microwave,1000,1.0,213.51,4.0,1.0,49.8,0.96,1.34
"2025-03-15 01:00:00",Microwave,1000,1.0,228.05,4.0,1.0,49.88,0.94,1.39
"2025-03-15 02:00:00",Microwave,1000,1.0,232.22,4.0,1.0,50.15,0.92,0.71
"2025-03-15 03:00:00","Air Conditioner",2000,1.0,212.18,8.0,1.0,50.09,0.9,1.42
"2025-03-15 05:00:00",Microwave,1000,1.0,225.65,4.0,1.0,50.16,0.91,0.61
"2025-03-15 06:00:00","Air Conditioner",2000,1.0,226.23,8.0,1.0,49.96,0.9,1.28
"2025-03-15 07:00:00",Microwave,1000,1.0,224.21,4.0,1.0,50.08,0.93,0.71
"2025-03-15 08:00:00",Microwave,1000,1.0,225.62,4.0,1.0,50.17,0.87,0.68
"2025-03-15 09:00:00","Air Conditioner",2000,1.0,233.11,8.0,1.0,49.89,0.86,1.16
"2025-03-15 10:00:00","Air Conditioner",2000,1.0,238.02,8.0,1.0,50.07,0.98,0.96
"2025-03-15 11:00:00","Air Conditioner",2000,1.0,213.54,8.0,1.0,50.08,0.98,0.84
"2025-03-15 12:00:00",Microwave,1000,1.0,214.48,4.0,1.0,50.1,0.9,0.91
"2025-03-15 14:00:00","Air Conditioner",2000,1.0,234.25,8.0,1.0,50.11,0.92,0.56
"2025-03-15 15:00:00","Air Conditioner",2000,1.0,213.58,8.0,1.0,49.94,0.98,0.83
"2025-03-15 16:00:00","Air Conditioner",2000,1.0,236.07,8.0,1.0,49.95,0.94,0.58
"2025-03-15 17:00:00","Air Conditioner",2000,1.0,229.24,8.0,1.0,50.17,0.87,0.98
"2025-03-15 18:00:00","Air Conditioner",2000,1.0,239.1,8.0,1.0,49.85,0.86,0.66
"2025-03-15 19:00:00",Microwave,1000,1.0,213.06,4.0,1.0,50.0,0.99,1.23
"2025-03-15 20:00:00","Air Conditioner",2000,1.0,227.89,8.0,1.0,49.93,0.93,1.02
"2025-03-15 21:00:00","Air Conditioner",2000,1.0,234.17,8.0,1.0,49.89,0.93,1.34
"2025-03-15 23:00:00","Air Conditioner",2000,1.0,219.69,8.0,1.0,49.98,0.87,1.07
"2025-03-16 02:00:00",Refrigerator,200,0.15,232.14,1.0,0.15,49.91,0.96,0.14
"2025-03-16 06:00:00",Refrigerator,200,0.15,226.24,1.0,0.15,50.16,0.98,0.16
"2025-03-16 08:00:00",Refrigerator,200,0.15,229.04,1.0,0.15,49.88,0.88,0.15
"2025-03-16 14:00:00",Refrigerator,200,0.15,222.17,1.0,0.15,49.82,0.89,0.17
"2025-03-16 15:00:00",Refrigerator,200,0.15,230.07,1.0,0.15,50.01,0.99,0.1
"2025-03-16 17:00:00",Refrigerator,200,0.15,223.28,1.0,0.15,49.81,0.86,0.12
"2025-03-16 03:00:00","Air Conditioner",2000,2.0,218.93,8.0,2.0,49.98,0.88,1.06
"2025-03-16 05:00:00","Air Conditioner",2000,2.0,230.67,8.0,2.0,50.0,0.96,2.49
"2025-03-16 08:00:00","Air Conditioner",2000,2.0,239.34,8.0,2.0,49.88,0.87,1.78
"2025-03-16 09:00:00","Air Conditioner",2000,2.0,226.29,8.0,2.0,50.08,0.91,2.17
"2025-03-16 10:00:00","Air Conditioner",2000,2.0,227.52,8.0,2.0,50.1,0.94,1.13
"2025-03-16 11:00:00","Air Conditioner",2000,2.0,212.48,8.0,2.0,50.2,0.89,2.25
"2025-03-16 13:00:00","Air Conditioner",2000,2.0,220.01,8.0,2.0,50.19,0.99,2.78
"2025-03-16 14:00:00","Air Conditioner",2000,2.0,236.81,8.0,2.0,49.93,0.94,2.68
"2025-03-16 15:00:00","Air Conditioner",2000,2.0,224.05,8.0,2.0,50.09,0.92,2.71
"2025-03-16 16:00:00","Air Conditioner",2000,2.0,232.76,8.0,2.0,49.85,0.97,1.55
"2025-03-16 17:00:00","Air Conditioner",2000,2.0,220.14,8.0,2.0,49.97,0.91,2.54
"2025-03-16 19:00:00","Air Conditioner",2000,2.0,232.26,8.0,2.0,50.1,0.89,1.2
"2025-03-16 21:00:00","Air Conditioner",2000,2.0,230.11,8.0,2.0,50.1,0.93,1.89
"2025-03-16 22:00:00","Air Conditioner",2000,2.0,234.46,8.0,2.0,50.03,0.93,1.73
"2025-03-16 23:00:00","Air Conditioner",2000,2.0,228.26,8.0,2.0,50.19,0.93,1.61
"2025-03-16 00:00:00",Microwave,1000,0.5,217.57,4.0,0.5,50.11,0.97,0.64
"2025-03-16 01:00:00",Microwave,1000,0.5,235.06,4.0,0.5,49.93,0.87,0.73
"2025-03-16 02:00:00",Microwave,1000,0.5,236.63,4.0,0.5,50.16,0.86,0.35
"2025-03-16 04:00:00","Washing Machine",600,0.5,239.36,3.0,0.5,49.83,0.87,0.26
"2025-03-16 05:00:00",Microwave,1000,0.5,221.47,4.0,0.5,50.17,0.89,0.67
"2025-03-16 07:00:00","Washing Machine",600,0.5,216.12,3.0,0.5,50.17,1.0,0.43
"2025-03-16 08:00:00","Washing Machine",600,0.5,239.26,3.0,0.5,50.01,0.91,0.62
"2025-03-16 09:00:00","Washing Machine",600,0.5,219.14,3.0,0.5,50.1,0.86,0.73
"2025-03-16 10:00:00",Microwave,1000,0.5,230.19,4.0,0.5,49.8,0.88,0.5
"2025-03-16 13:00:00","Washing Machine",600,0.5,222.87,3.0,0.5,50.11,1.0,0.54
"2025-03-16 17:00:00","Washing Machine",600,0.5,213.62,3.0,0.5,50.1,0.97,0.43
"2025-03-16 18:00:00","Washing Machine",600,0.5,212.32,3.0,0.5,49.93,0.9,0.7
"2025-03-16 19:00:00","Washing Machine",600,0.5,233.98,3.0,0.5,49.9,0.99,0.57
"2025-03-16 20:00:00","Washing Machine",600,0.5,220.13,3.0,0.5,49.81,0.92,0.44
"2025-03-16 21:00:00","Washing Machine",600,0.5,211.93,3.0,0.5,49.99,0.92,0.35
"2025-03-16 22:00:00","Washing Machine",600,0.5,214.63,3.0,0.5,49.81,0.94,0.42
"2025-03-16 03:00:00",Refrigerator,200,0.06,226.12,1.0,0.06,49.85,0.88,0.04
"2025-03-16 15:00:00",Refrigerator,200,0.06,230.23,1.0,0.06,50.11,0.97,0.05
"2025-03-16 00:00:00",Microwave,1000,1.0,220.46,4.0,1.0,50.11,0.9,1.47
"2025-03-16 01:00:00",Microwave,1000,1.0,218.54,4.0,1.0,49.92,0.87,0.92
"2025-03-16 02:00:00",Microwave,1000,1.0,211.86,4.0,1.0,49.92,0.93,0.98
"2025-03-16 03:00:00","Air Conditioner",2000,1.0,226.12,8.0,1.0,50.18,0.87,0.65
"2025-03-16 04:00:00",Microwave,1000,1.0,218.78,4.0,1.0,50.2,0.87,1.4
"2025-03-16 05:00:00","Air Conditioner",2000,1.0,223.28,8.0,1.0,49.95,0.91,0.7
"2025-03-16 06:00:00",Microwave,1000,1.0,229.19,4.0,1.0,50.05,0.99,1.5
"2025-03-16 08:00:00",Microwave,1000,1.0,235.68,4.0,1.0,49.92,0.94,0.64
"2025-03-16 10:00:00",Microwave,1000,1.0,239.94,4.0,1.0,50.05,0.98,0.57
"2025-03-16 11:00:00","Air Conditioner",2000,1.0,212.85,8.0,1.0,50.11,0.89,0.87
"2025-03-16 12:00:00","Air Conditioner",2000,1.0,224.7,8.0,1.0,50.15,0.87,0.62
"2025-03-16 13:00:00",Microwave,1000,1.0,213.49,4.0,1.0,50.2,0.85,0.79
"2025-03-16 14:00:00","Air Conditioner",2000,1.0,228.45,8.0,1.0,50.1,0.9,1.37
"2025-03-16 15:00:00","Air Conditioner",2000,1.0,210.22,8.0,1.0,49.85,0.87,0.59
"2025-03-16 16:00:00","Air Conditioner",2000,1.0,213.45,8.0,1.0,49.91,0.94,1.02
"2025-03-16 17:00:00",Microwave,1000,1.0,225.01,4.0,1.0,50.19,0.97,1.35
"2025-03-16 18:00:00","Air Conditioner",2000,1.0,233.42,8.0,1.0,49.99,0.86,0.85
"2025-03-16 19:00:00","Air Conditioner",2000,1.0,237.93,8.0,1.0,50.16,0.92,0.97
"2025-03-16 20:00:00","Air Conditioner",2000,1.0,236.66,8.0,1.0,49.87,0.98,0.97
"2025-03-16 21:00:00","Air Conditioner",2000,1.0,234.03,8.0,1.0,50.06,0.88,0.77
"2025-03-16 22:00:00","Air Conditioner",2000,1.0,229.78,8.0,1.0,49.84,0.93,1.27
"2025-03-16 23:00:00","Air Conditioner",2000,1.0,234.96,8.0,1.0,49.84,1.0,1.22
"2025-03-17 03:00:00",Refrigerator,200,0.15,214.41,1.0,0.15,50.18,0.86,0.11
"2025-03-17 04:00:00",Refrigerator,200,0.15,211.92,1.0,0.15,50.18,0.91,0.22
"2025-03-17 07:00:00",Refrigerator,200,0.15,222.86,1.0,0.15,50.01,0.88,0.15
"2025-03-17 11:00:00",Refrigerator,200,0.15,228.38,1.0,0.15,50.06,0.86,0.16
"2025-03-17 14:00:00",Refrigerator,200,0.15,235.08,1.0,0.15,50.07,0.87,0.17
"2025-03-17 21:00:00",Refrigerator,200,0.15,221.23,1.0,0.15,50.06,0.88,0.18
"2025-03-17 23:00:00",Refrigerator,200,0.15,227.11,1.0,0.15,50.16,0.95,0.22
"2025-03-17 00:00:00","Air Conditioner",2000,2.0,230.25,8.0,2.0,49.89,0.95,2.05
"2025-03-17 01:00:00","Air Conditioner",2000,2.0,224.38,8.0,2.0,49.86,0.87,2.84
"2025-03-17 02:00:00","Air Conditioner",2000,2.0,217.36,8.0,2.0,50.11,0.85,2.67
"2025-03-17 03:00:00","Air Conditioner",2000,2.0,233.82,8.0,2.0,50.03,0.85,2.74
"2025-03-17 04:00:00","Air Conditioner",2000,2.0,216.18,8.0,2.0,49.96,0.89,2.58
"2025-03-17 06:00:00","Air Conditioner",2000,2.0,237.88,8.0,2.0,50.2,0.95,2.66
"2025-03-17 07:00:00","Air Conditioner",2000,2.0,215.91,8.0,2.0,49.93,0.99,2.22
"2025-03-17 08:00:00","Air Conditioner",2000,2.0,236.66,8.0,2.0,49.89,0.91,1.68
"2025-03-17 10:00:00","Air Conditioner",2000,2.0,210.1,8.0,2.0,49.94,0.9,2.46
"2025-03-17 11:00:00","Air Conditioner",2000,2.0,211.16,8.0,2.0,50.08,0.95,2.35
"2025-03-17 13:00:00","Air Conditioner",2000,2.0,213.26,8.0,2.0,50.18,0.98,2.64
"2025-03-17 14:00:00","Air Conditioner",2000,2.0,237.67,8.0,2.0,49.89,0.94,3.0
"2025-03-17 15:00:00","Air Conditioner",2000,2.0,235.82,8.0,2.0,50.14,1.0,2.21
"2025-03-17 17:00:00","Air Conditioner",2000,2.0,229.43,8.0,2.0,49.83,0.91,1.95
"2025-03-17 19:00:00","Air Conditioner",2000,2.0,226.2,8.0,2.0,49.89,0.91,2.67
"2025-03-17 20:00:00","Air Conditioner",2000,2.0,224.14,8.0,2.0,50.11,0.99,2.01
"2025-03-17 22:00:00","Air Conditioner",2000,2.0,212.19,8.0,2.0,50.15,0.88,1.57
"2025-03-17 23:00:00","Air Conditioner",2000,2.0,231.27,8.0,2.0,50.08,0.96,1.79
"2025-03-17 00:00:00",Microwave,1000,0.5,237.58,4.0,0.5,49.83,0.91,0.4
"2025-03-17 01:00:00",Microwave,1000,0.5,212.12,4.0,0.5,50.17,0.88,0.75
"2025-03-17 02:00:00",Microwave,1000,0.5,216.91,4.0,0.5,49.86,0.98,0.67
"2025-03-17 04:00:00","Washing Machine",600,0.5,236.46,3.0,0.5,50.06,0.87,0.53
"2025-03-17 05:00:00",Microwave,1000,0.5,236.53,4.0,0.5,49.93,0.99,0.25
"2025-03-17 07:00:00","Washing Machine",600,0.5,219.74,3.0,0.5,49.92,0.87,0.64
"2025-03-17 09:00:00",Microwave,1000,0.5,233.4,4.0,0.5,50.05,0.95,0.62
"2025-03-17 14:00:00",Microwave,1000,0.5,231.82,4.0,0.5,50.09,0.89,0.55
"2025-03-17 15:00:00","Washing Machine",600,0.5,216.32,3.0,0.5,50.05,0.98,0.63
"2025-03-17 16:00:00","Washing Machine",600,0.5,231.96,3.0,0.5,49.94,0.94,0.46
"2025-03-17 18:00:00","Washing Machine",600,0.5,211.35,3.0,0.5,49.93,0.99,0.72
"2025-03-17 20:00:00",Microwave,1000,0.5,216.78,4.0,0.5,50.18,0.86,0.44
"2025-03-17 21:00:00",Microwave,1000,0.5,223.34,4.0,0.5,50.08,0.9,0.69
"2025-03-17 23:00:00",Microwave,1000,0.5,236.88,4.0,0.5,50.02,0.96,0.34
"2025-03-17 05:00:00",Refrigerator,200,0.06,215.24,1.0,0.06,50.0,0.94,0.07
"2025-03-17 00:00:00","Air Conditioner",2000,1.0,218.6,8.0,1.0,49.9,0.98,1.13
"2025-03-17 01:00:00","Air Conditioner",2000,1.0,232.66,8.0,1.0,49.99,0.95,0.74
"2025-03-17 02:00:00","Air Conditioner",2000,1.0,237.56,8.0,1.0,49.87,0.97,0.82
"2025-03-17 03:00:00","Air Conditioner",2000,1.0,210.19,8.0,1.0,50.18,0.86,0.83
"2025-03-17 06:00:00",Microwave,1000,1.0,229.67,4.0,1.0,50.18,1.0,1.45
"2025-03-17 07:00:00",Microwave,1000,1.0,237.59,4.0,1.0,49.87,0.93,1.33
"2025-03-17 08:00:00",Microwave,1000,1.0,228.03,4.0,1.0,49.9,0.93,1.03
